id,species,accepted_name,gbif_taxon_key,family,order,common_name,growth_form,landscape_category,leaf_phenology,native_region,native_koppen,lai_mean,lai_min,lai_max,lai_sd,lai_n,lai_method,lai_context,lai_measurement_koppen,pft,tier,tier_source,urban_context,sources,notes,entry_date,data_version,ai_assisted,ai_model
84,Avicennia germinans,,2925400,,,,mangrove,Mangrove,evergreen,,"Cfb,Dfb,Dfc",2.18,1.61,2.75,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
85,Avicennia marina,,2925403,,,,mangrove,Mangrove,evergreen,,"Cfb,Dfb,Dfc",1.83,0.56,3.45,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
86,Bruguiera conjugata,,5602620,,,,mangrove,Mangrove,evergreen,,"Cfb,Dfb,Dfc",7.6,6.5,8.7,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
87,Kandelia candel,,3874179,,,,mangrove,Mangrove,evergreen,,"Cfb,Dfb,Dfc",2.57,0.64,4.5,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
88,Kandelia obovata,,3874170,,,,mangrove,Mangrove,evergreen,,"Cfb,Dfb,Dfc",3.17,3.17,3.17,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
89,Laguncularia racemosa,,3189382,,,,mangrove,Mangrove,evergreen,,"Cfb,Dfb,Dfc",4.69,4.4,5.29,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
90,Rhizophora apiculata,,3086526,,,,mangrove,Mangrove,evergreen,,"Cfb,Dfb,Dfc",4.15,3.36,4.93,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
91,Rhizophora mangle,,3086528,,,,mangrove,Mangrove,evergreen,,"Cfb,Dfb,Dfc",4.41,2.91,5.86,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
92,Rhizophora mucronata,,3086527,,,,mangrove,Mangrove,evergreen,,"Cfb,Dfb,Dfc",5.4,5.4,5.4,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
93,Sonneratia apetala,,5635615,,,,mangrove,Mangrove,evergreen,,"Cfb,Dfb,Dfc",5.14,5.14,5.14,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
94,Elaeis guineensis,,2731882,,,,palm,Palm,evergreen,,"Cfb,Dfb,Dfc",4.65,3.81,5.58,,1,mixed,natural,,TeBD,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY",Natural/plantation context. Urban LAI may be 30-60% lower.,2026-05-25,1.1.0,FALSE,
95,1176 tree species,,,,,,,REVIEW,,,"Cfb,Dfb,Dfc",4.7,4.7,4.7,,1,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,ORNL; ORNL Global LAI Woody Plants,Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
96,57 species mix,,,,,,,REVIEW,,,"Cfb,Dfb,Dfc",3.6,3.6,3.6,,1,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,ORNL; ORNL Global LAI Woody Plants,Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
97,"Abies amabilis, Thuja plicata, Puseudotsuga menziesii",,2685524,,,,,REVIEW,,,"Cfb,Dfb,Dfc",7.32,4.1,10.14,,13,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
98,"Abies concolor, Pseudotsuga menziesii",,2685580,,,,,REVIEW,,,"Cfb,Dfb,Dfc",15.5,15.5,15.5,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
99,"Abies fabri, Picea brachytyla, Tsuga chinesis, Acer sp., Betula sp.",,2685353,,,,,REVIEW,,,"Cfb,Dfb,Dfc",10.31,10.31,10.31,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
100,"Abies fabri, Populus purdomii",,2685353,,,,,REVIEW,,,"Cfb,Dfb,Dfc",10.17,10.17,10.17,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
101,"Abies grandis, Thuja plicata, Pseudotsuga menziesii",,2685361,,,,,REVIEW,,,"Cfb,Dfb,Dfc",11.68,11.68,11.68,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
102,"Abies guatemalensis, Pinus",,2685507,,,,,REVIEW,,,"Cfb,Dfb,Dfc",2.13,1.42,2.55,,6,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
103,"Abies guatemalensis, Pinus, Oak",,2685507,,,,,REVIEW,,,"Cfb,Dfb,Dfc",2.317,1.93,2.66,,6,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
104,"Abies magnifica, Abies concolor",,2685422,,,,,REVIEW,,,"Cfb,Dfb,Dfc",16.015,15.58,16.45,,4,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
105,"Abies sibirica, Picea obovata",,2685654,,,,,REVIEW,,,"Cfb,Dfb,Dfc",3.5,3.5,3.5,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
106,"Abies veitchii, Abies mariesii",,2685400,,,,,REVIEW,,,"Cfb,Dfb,Dfc",9.033,5.5,12.8,,18,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
107,Acacia,,2978223,,,,,REVIEW,,,"Af,Am,Aw",0.38,0.1,1.0,,10,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
108,"Acacia Koa, Toona ciliata",,,,,,,REVIEW,,,"Af,Am,Aw",2.5,2.4,2.6,,4,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
109,Acacia aneura,,2979331,,,,,REVIEW,,,"Af,Am,Aw",0.791,0.13,2.13,,38,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
110,Acacia dealbata,,2979474,,,,,REVIEW,,,"Af,Am,Aw",6.5,6.5,6.5,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
111,Acacia koa,,2980514,,,,,REVIEW,,,"Af,Am,Aw",2.661,1.17,5.34,,28,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
112,"Acacia koa, Fraxinus udhei",,2980514,,,,,REVIEW,,,"Af,Am,Aw",1.24,0.68,1.71,,6,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
113,"Acacia leuderitzii, Acacia mellifera, Grewia flava",,8142432,,,,,REVIEW,,,"Af,Am,Aw",0.71,0.71,0.71,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
114,Acacia mearnsii,,2979775,,,,,REVIEW,,,"Af,Am,Aw",1.35,1.35,1.35,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
115,Acacia melanoxylon,,2979000,,,,,REVIEW,,,"Af,Am,Aw",2.5,2.5,2.5,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
116,"Acacia mellifera,Terminalia sericea, Boscia albitrunca",,2978254,,,,,REVIEW,,,"Af,Am,Aw",1.0,1.0,1.0,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
117,Acacia mollissima,,2978223,,,,,REVIEW,,,"Af,Am,Aw",9.9,9.9,9.9,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
118,"Acer platanoides, Tilia cordata, Qercus robur",,3189846,,,,,REVIEW,,,"Cfb,Dfb,Dfc",3.5,3.5,3.5,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
119,"Acer rubrum, Acer saccharum, Betula papyrifera, Populus grandidentata, Quercus rubra",,3189883,,,,,REVIEW,,,"Cfb,Dfb,Dfc",3.86,3.86,3.86,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
120,"Acer rubrum, Carya spp.",,3189883,,,,,REVIEW,,,"Cfb,Dfb,Dfc",5.2,5.2,5.2,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
121,"Acer rubrum, Cornus florida, Ilex opaca, Liquidambar styraciflua, Liriodendron tulipifera etc.",,3189883,,,,,REVIEW,,,"Cfb,Dfb,Dfc",6.35,5.6,7.1,,4,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
122,"Acer rubrum, Quercus Prinus",,3189834,,,,,REVIEW,,,"Cfb,Dfb,Dfc",5.85,4.5,7.2,,4,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
123,"Acer saccharum, Acer rubrum, Tsuga canadensis",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",6.8,6.8,6.8,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
124,"Acer saccharum, Betula alleghaniensis",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",4.09,2.81,6.3,,6,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
125,"Acer saccharum, Betula lutea, Fagus grandifolia",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",5.7,5.7,5.7,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
126,"Acer saccharum, Betula papyrifera, Pinus strobus",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",5.1,5.1,5.1,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
127,"Acer saccharum, Fagus grandifolia",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",3.48,3.34,3.58,,6,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
128,"Acer saccharum, Fraxinus americana",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",3.47,3.47,3.47,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
129,"Acer saccharum, Liriodendron tulipifera, Quercus spp.",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",4.9,4.9,4.9,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
130,"Acer saccharum, Quercus prinus, Cornus florida",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",3.0,3.0,3.0,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
131,"Acer saccharum, Quercus rubra, Betula papyrifera",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",5.9,5.9,5.9,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
132,"Acer saccharum, Tilia americana",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",6.3,5.5,7.1,,4,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
133,"Acer saccharum, Tilia americana, Fraxinus spp.",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",5.1,5.1,5.1,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
134,"Acer saccharum, Tilia americana, Populus tremuloides",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",8.0,8.0,8.0,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
135,"Acer saccharum, Tsuga canadensis",,3189859,,,,,REVIEW,,,"Cfb,Dfb,Dfc",4.06,4.06,4.06,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
136,"Aegiceras corniculatum, Bruguiera gymnorrhiza, Kandelia obovata, R. stylosa",,3721362,,,,,REVIEW,,,"Cfb,Dfb,Dfc",4.36,4.36,4.36,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
137,Alder,,,,,,,REVIEW,,,"Cfb,Dfb,Dfc",4.35,4.26,4.44,,4,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
138,"Alnus glutinosa, Betulab pendula",,2876213,,,,,REVIEW,,,"Cfb,Dfb,Dfc",3.6,3.6,3.6,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
139,"Alnus glutinosa, Fraxinus exelsior",,2876213,,,,,REVIEW,,,"Cfb,Dfb,Dfc",5.03,5.03,5.03,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
140,"Alnus sp., Betula pendula",,2876099,,,,,REVIEW,,,"Cfb,Dfb,Dfc",1.74,1.74,1.74,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
141,"Alnus, Betual exilis, Salix alaxensis, Salix pulchra",,,,,,,REVIEW,,,"Cfb,Dfb,Dfc",1.416,0.37,2.9,,18,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
142,"Amaioua guianensis, Ocotea acutangula, Aspidosperma excelsum etc.",,2901121,,,,,REVIEW,,,"Cfb,Dfb,Dfc",5.0,5.0,5.0,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
143,"Anogeissus latifolia, Diospyros melanoxylon, Buchanania lanzan, Pterocarpus marsupium et al.",,3189413,,,,,REVIEW,,,"Af,Am,Aw",3.705,3.65,3.76,,4,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
144,Artemesia tridentata,,9396703,,,,,REVIEW,,,"Cfb,Dfb,Dfc",1.25,1.25,1.25,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
145,"Aspidosperma album, Mauritia carana (total 53 species)",,3620391,,,,,REVIEW,,,"Cfb,Dfb,Dfc",2.233,1.5,2.6,,6,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
146,Aspidosperma spp. (198 species in 4 ha),,7316607,,,,,REVIEW,,,"Cfb,Dfb,Dfc",5.2,5.2,5.2,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
147,"Avicennia marina, Rhizophora stylosa",,2925403,,,,,REVIEW,,,"Cfb,Dfb,Dfc",2.525,1.7,3.4,,8,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
148,"Banksia, Xanth, Blackbutt, Casurina etc.",,,,,,,REVIEW,,,"Af,Am,Aw",2.37,2.37,2.37,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
149,"Betula ermanii, Quercus crispula",,5332231,,,,,REVIEW,,,"Cfb,Dfb,Dfc",7.21,7.21,7.21,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
150,"Betula glandulosa, Salix spp.",,5331640,,,,,REVIEW,,,"Cfb,Dfb,Dfc",1.89,1.89,1.89,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
151,"Betula glandulosa, Vaccinium uliginosum",,5331640,,,,,REVIEW,,,"Cfb,Dfb,Dfc",1.7,1.7,1.7,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
152,"Betula nana, Eriophorum vaginatum, Sphagnum mosses",,5332004,,,,,REVIEW,,,"Cfb,Dfb,Dfc",2.15,2.15,2.15,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
153,"Betula nana, Ledum decumbens, Salix pulchra",,5332004,,,,,REVIEW,,,"Cfb,Dfb,Dfc",1.65,1.65,1.65,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
154,"Betula papyrifera, Acer saccharum, Populus tremuloides",,5332120,,,,,REVIEW,,,"Cfb,Dfb,Dfc",5.9,5.9,5.9,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
155,"Betula papyrifera, Fagus grandifolia",,5332120,,,,,REVIEW,,,"Cfb,Dfb,Dfc",3.39,3.39,3.39,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
156,"Betula papyrifera, Populus tremuloides",,5332120,,,,,REVIEW,,,"Cfb,Dfb,Dfc",4.0,4.0,4.0,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
157,"Betula pendula, Alnus sp.",,5331916,,,,,REVIEW,,,"Cfb,Dfb,Dfc",3.9,3.11,4.69,,4,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
158,"Betula pendula, Betula pubescens",,5331916,,,,,REVIEW,,,"Cfb,Dfb,Dfc",1.67,0.47,2.98,,22,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
159,"Betula platyphylla, Quercus mongolica, Acer mono, Kalopanax pictus, Tilia japonica, Ulmus davidiana",,5331536,,,,,REVIEW,,,"Cfb,Dfb,Dfc",4.0,4.0,4.0,,2,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
160,Betula spp.,,,,,,,REVIEW,,,"Cfb,Dfb,Dfc",2.817,1.16,5.69,,6,mixed,natural,,,2,ORNL_TRY_Measured,FALSE,"ORNL, TRY; ORNL Global LAI Woody Plants | TRY Database (summary)",Measured in natural/plantation context; not urban. Non-standard name — flagged for review.,2026-05-25,1.1.0,FALSE,
