id,species,common_name,mean_lai,median_lai,min_lai,max_lai,measurement_count,sources,tropical,category,canopy_form,height_mature_m,canopy_radius_mature_m,trunk_height_m,height_typical_m,canopy_radius_typical_m,min_substrate_mm,wikipedia_height_m,size_source
522,"Picea abies, Abies",,4.447,4.485,4.13,4.71,12,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
523,"Family of Melastomataceae (all), Sapotaceae, Moraceae, Mimosaceae (lower), Lauraceae, Euphorbiaceae, Clethraceae (middle), Cunoniaceae, Podocarpaceae, Cyrillaceae, Rubiaceae and Aquifoliaceae (Upper)",,4.42,5.4,2.2,6,10,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
524,"Vismia, Cecropia, Miconia",,4.41,4.41,4.41,4.41,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
525,"Quercus robur, Carpinus betulus",,4.4,4.4,4.4,4.4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
526,"Mallotus japonicus, Ilex chinensis",,4.4,4.4,4.4,4.4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
527,"Populus grandidentata, Populus tremuloides",,4.4,4.4,4.4,4.4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
528,"Populus tremuloides, Acer rubrum, Quercus rubra, Populus grandidentata",,4.4,4.4,4.4,4.4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
529,"Pinus resinosa, Pinus strobus, Acer rubrum",,4.4,4.4,4.4,4.4,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
530,"Quercus cerris, Quercus petraea",,4.4,4.4,4.4,4.4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
531,"Aegiceras corniculatum, Bruguiera gymnorrhiza, Kandelia obovata, R. stylosa",,4.36,4.36,4.36,4.36,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
532,"Quercus serrata, Prunus Verecunda",,4.3,4.3,4.3,4.3,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
533,"Quercus serrata, Clethra barbinervis",,4.3,4.3,4.3,4.3,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
534,"Gymnantbes lucida, Exostema caribaeum, Pisonia albida (169 species)",,4.3,4.3,4.3,4.3,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
535,"Bucida buceras, Gymnanthes lucida, Bursera simaruba",,4.2,4.2,4.2,4.2,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
536,"Pinus contorta, Larix occidentalis, Pseudotsuga menziesii, Abies grandis",,4.2,4.2,4.2,4.2,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
537,"Pinus nigra, Fagus sylvatica",,4.1,4.1,4.1,4.1,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
538,"Laguncularia racemosa, Avicennia germinans",,4.09,4.09,4.09,4.09,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
539,"Acer saccharum, Betula alleghaniensis",,4.09,3.16,2.81,6.3,6,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
540,"Acer saccharum, Tsuga canadensis",,4.06,4.06,4.06,4.06,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
541,"Quercus prinus, Quercus velutina, Quercus coccinia",,4.05,4.05,4.05,4.05,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
542,"Cecropia, Laetia",,4.023,4.07,3.54,4.46,6,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
543,"Castanea, Pinus",,4.01,4.01,4.01,4.01,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
544,"Eucalyptus regnans, Acacia dealbata",,4,4,4,4,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
545,"Schima superba, Castanopsis chinensi, Pinus massoniana",,4,4,4,4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
546,"Betula platyphylla, Quercus mongolica, Acer mono, Kalopanax pictus, Tilia japonica, Ulmus davidiana",,4,4,4,4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
547,"Fagus grandifolia, Acer saccharum, Quercus velutina, Cornus florida",,4,4,4,4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
548,"Betula papyrifera, Populus tremuloides",,4,4,4,4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
549,"Rhododendron catawbiense, Kalmia latifolia",,3.967,4.52,2.63,4.75,6,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
550,"Fagus grandifolia, Acer saccharum",,3.95,4.15,3,4.5,8,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
551,"Miconia, Croton",,3.94,3.94,3.94,3.94,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
552,"Picea abies, Betula pendula",,3.91,3.91,3.91,3.91,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
553,"Pinus resinosa, Populus tremuloides",,3.9,3.9,3.9,3.9,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
554,"Micarandra sprucei, Glycoxylon inophyllum",,3.9,3.9,3.9,3.9,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
555,"Betula pendula, Alnus sp.",,3.9,3.9,3.11,4.69,4,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
556,"Acer rubrum, Acer saccharum, Betula papyrifera, Populus grandidentata, Quercus rubra",,3.86,3.86,3.86,3.86,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
557,"Castanea sativa, Corylus avellana, Acer pseudoplatanus",,3.86,3.86,3.86,3.86,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
558,"Vismia, Bellucia",,3.86,3.86,3.86,3.86,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
559,"Lonicera tibetica, Artemisia gmelinii",,3.83,3.83,3.83,3.83,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
560,"Guapira macrocarpa, Lonchocarpus eriocarnalis, Plumeria rubra, Piptadenia constricta, Bursera instabilis",,3.8,3.8,3.8,3.8,2,"ORNL, TRY",TRUE,Multi-Species,columnar,20,1.5,2,13,1,1000,,category default
561,"Pinus contorta, Picea glauca, Populus tremuloides, Populus balsamifera",,3.79,3.79,3.79,3.79,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
562,"Quercus alba, Quercus coccinea",,3.79,3.79,3.79,3.79,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
563,"Dipterocarpus obtusifolius, Shorea obtusa et al.",,3.775,3.775,2.65,4.9,4,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
564,"Vismia, Cecropia",,3.71,3.71,3.71,3.71,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
565,"Anogeissus latifolia, Diospyros melanoxylon, Buchanania lanzan, Pterocarpus marsupium et al.",,3.705,3.705,3.65,3.76,4,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
566,"Quercus ilex, Pinus halepensis",,3.7,3.7,3.5,3.9,4,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
567,"Pinus chihuahuana, Pinus ponderosa, Quercus hypoleucoides, Quercus arizonica",,3.7,3.7,3.7,3.7,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
568,"Leguminosae combination (Parkia multijuga, Dinizia excelsa, Dalbergia nigra)",,3.7,3.7,3.7,3.7,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
569,"Dipterocarpaceae, Myrtaceae, Podocarpaceae family (the conposition varied with altitude)",,3.637,3.7,1.6,5.6,16,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
570,"Rhododendron tymifolium, Potentilla fruticosa",,3.6,3.6,3.6,3.6,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
571,"Fagus grandifolia, Acer saccharum, Betula alleghaniensis, Acer rubrum, Betula papyrifera",,3.6,3.6,3.6,3.6,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
572,"Pinus elliottii, Pinus massoniana, Cunnighamia lanceolata",,3.6,3.6,3.6,3.6,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
573,"Cecropia sp., Clusia sp., Miconia sp., Psychotria sp. etc.",,3.6,3.6,3.6,3.6,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
574,"Alnus glutinosa, Betulab pendula",,3.6,3.6,3.6,3.6,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
575,"Populus grandidentata, Acer rubrum, Quercus rubra, Populus tremuloides",,3.59,3.59,3.59,3.59,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
576,"Pinus sylvestris, Picea abies",,3.567,3.6,1.49,5.4,16,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
577,"Populus tremuloides, Populus grandidentata",,3.551,3.43,1.29,5.68,66,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
578,"Pinus halepensis, Quercus ilex",,3.5,3.5,3.5,3.5,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
579,"Abies sibirica, Picea obovata",,3.5,3.5,3.5,3.5,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
580,"Quercus rubra, Quercus alba",,3.5,3.5,3.5,3.5,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
581,"Ilex pedunculosa, Symplocos prunifolia, Quercus serrata, Evodiopanax innovans",,3.5,3.5,3.5,3.5,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
582,"Acer platanoides, Tilia cordata, Qercus robur",,3.5,3.5,3.5,3.5,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
583,"Pinus muricata, Pinus radiata, Pinus nigra?",,3.5,3.5,3.5,3.5,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
584,"Acer saccharum, Fagus grandifolia",,3.48,3.52,3.34,3.58,6,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
585,"Acer saccharum, Fraxinus americana",,3.47,3.47,3.47,3.47,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
586,"Quercus rubra, Quercus alba, Quercus prinus, Quercus velutina",,3.4,3.4,3.4,3.4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
587,"Picea glehnii, Betula platyphylla",,3.4,3.4,3.4,3.4,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
588,"Quercus alba, Cornus florida",,3.4,3.4,3.4,3.4,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
589,"Betula papyrifera, Fagus grandifolia",,3.39,3.39,3.39,3.39,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
590,"Eucalyptus nitens, Acacia dealbata",,3.35,3.55,2.3,4,12,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
591,"Quercus rubra, Fagus grandifolia",,3.35,3.35,3.35,3.35,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
592,"Fagus grandifolia, Quercus rubra",,3.33,3.33,3.33,3.33,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
593,"Guapira macrocarpa, Plumeria rubra, Lonchocarpus constrictus, Bursera instabilis, Colubrina heteroneura",,3.3,3.3,3.3,3.3,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
594,"Quercus alba, Acer rubrum, Fagus grandifolia, Quercus velutina",,3.3,3.3,3.3,3.3,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
595,"Quercus prinus, Quercus florida",,3.28,3.28,3.28,3.28,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
596,"Taxodium distichum, Nyssa biflora",,3.267,3.4,2,4.4,6,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
597,"Quercus ellipsoidalis, Quercus macrocarpa",,3.254,2.95,2.36,4.73,10,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
598,"Micarandra sprucei, Glycoxylon media luna?",,3.23,3.23,3.23,3.23,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
599,"Family of Myrtaceae, Myristicaceae (all sites), Lauraceae, Sapotaceae, Meliaceae and Myristicaceae (lower sites)",,3.215,3.175,1.75,4.76,8,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
600,"Populus tremuloides, Betula papyrifera",,3,3,3,3,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
601,"Acer saccharum, Quercus prinus, Cornus florida",,3,3,3,3,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
602,"Quercus alba, Quercus velutina, Fagus grandifolia",,3,3,3,3,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
603,"Populus balsamifera, Alnus tenuifolia",,3,3,3,3,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
604,"Picea abies, Betual pendula",,3,3,3,3,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
605,"Pinus ponderosa, Larix occidentalis, Abies grandis",,2.98,2.98,2.74,3.22,4,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
606,"Pinus montana, Pinus cembra",,2.96,3.035,1.78,3.99,8,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
607,"Salix pulchra, Betual nana",,2.95,2.95,2.95,2.95,2,"ORNL, TRY",FALSE,Multi-Species,spreading,12,7,2,7.8,4.5,1000,,category default
608,"Quercus prinus, Cornus florida, Quercus velutina",,2.9,2.9,2.9,2.9,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
609,"Populus grandidentata, Acer rubrum, Quercus rubra",,2.9,2.9,2.9,2.9,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
610,"Pinus sylvestris, Picea abies, Quercus robur",,2.89,2.89,2.89,2.89,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
611,"Picea, Betula",,2.89,2.89,2.89,2.89,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
612,"Quercus ilex, Buxus sp, Thymus sp",,2.86,2.86,2.86,2.86,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
613,"Micarandra sprucei, Eperua cunuri 3?",,2.81,2.81,2.81,2.81,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
614,"Potentilla fruticosa, Kobresia humilis, Poa Annua, Festuca rubra",,2.8,2.8,2.8,2.8,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
615,"Rhizophora mangle, Laguncularia racemosa",,2.79,3.01,1.33,3.81,8,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
616,"Tsuga canadensis, Picea rubens",,2.78,2.78,2.78,2.78,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
617,"Pinus, Picea",,2.73,2.73,2.43,3.03,4,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
618,"Quercus prinus, Quercus spp.",,2.72,2.72,2.72,2.72,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
619,"Cyclobalanopsis glaucoldes, Keteleerla evekyniana",,2.7,2.7,2.6,2.8,6,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
620,"Quercus prinus, Cornus florida, Quercus alba",,2.7,2.7,2.6,2.8,4,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
621,"Pinus yunnanensis, Keteleerla evekyniana",,2.633,2.7,2.4,2.8,6,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
622,"Larix laricina, Picea mariana",,2.61,2.61,2.61,2.61,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
623,"Quercus myrtifolia, Quercus geminata, Quercus chapmanii",,2.6,2.6,2.6,2.6,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
624,"Loiseleuria procumbens, Cetraria islandica",,2.6,2.6,2.6,2.6,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
625,"Picea rubens, Betula papyrifera",,2.58,2.58,2.58,2.58,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
626,"Pistacia lentiscus, Juniperus phoenicea",,2.56,2.56,2.56,2.56,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
627,"Avicennia marina, Rhizophora stylosa",,2.525,2.5,1.7,3.4,8,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
628,"Acacia Koa, Toona ciliata",,2.5,2.5,2.4,2.6,4,"ORNL, TRY",TRUE,Multi-Species,spreading,12,7,2,7.8,4.5,1000,,category default
629,"Eucalyptus signata, Eucalyptus umbra",,2.46,2.46,2.46,2.46,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
630,"Tamarix chinensis, Distichlis spicata",,2.45,2.45,2.45,2.45,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
631,"Eucalyptus delegatensis, Eucalyptus dalrymplean",,2.4,2.4,2.4,2.4,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
632,"Pinus ponderosa, Calocedrus decurrens",,2.37,2.37,1.46,3.28,4,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
633,"Banksia, Xanth, Blackbutt, Casurina etc.",,2.37,2.37,2.37,2.37,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
634,"Quercus ilex, Quercus suber",,2.35,2.35,2.35,2.35,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
635,"Pinus ponderosa, Larix occidentalis, Pinus contorta, Pesudotsuga menziessii",,2.35,2.35,1.95,2.75,4,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
636,"Abies guatemalensis, Pinus, Oak",,2.317,2.36,1.93,2.66,6,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
637,"Pterocarpus marsupium, Cleasistanthus collinus, Grewia tilifolia, Tectona grandis, Lagerostromia parviflora, Diosporus melanoxylon, Terminalia alata, Dendrocalamus strictus, Bamboosa arundinacea",,2.31,2.31,2.31,2.31,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
638,"Aspidosperma album, Mauritia carana (total 53 species)",,2.233,2.6,1.5,2.6,6,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
639,"Betula nana, Eriophorum vaginatum, Sphagnum mosses",,2.15,2.15,2.15,2.15,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
640,"Brachystegia spiciformis, B. bakerana",,2.15,2.15,2.15,2.15,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
641,"Pinus sylvestris, Pinus nigra",,2.14,2.14,2.14,2.14,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
642,"Populus tremuloides, Populus balsamifera",,2.14,2.14,2.14,2.14,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
643,"Abies guatemalensis, Pinus",,2.13,2.42,1.42,2.55,6,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
644,"Diospyros sandwicensis, Psydrax odorata",,2.105,2.105,1.35,2.86,4,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
645,"Eucalyptus tetrodonta, E. miniata",,2.1,2.1,2.1,2.1,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
646,"Schinzophyton rautanenii, Baikiaea plurijuga, Kirkia Africana, Pterocarpus angolensis",,2.1,2.1,2.1,2.1,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
647,"Salix glauca, Salix planifolia, Betula nana, Eriophorum angustifolium",,2.09,2.09,2.09,2.09,2,"ORNL, TRY",FALSE,Multi-Species,spreading,12,7,2,7.8,4.5,1000,,category default
648,"Cupressus pygmaea, Vaccinium ovatum, Pinus contorta",,2.09,2.09,2.09,2.09,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
649,"Eucalyptus globulus, Acacia mearnsii",,2.07,2.07,2.07,2.07,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
650,"Tabebuia rigida, Ocotea spathulata, Clusia sp.",,2.02,2.02,2.02,2.02,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
651,"Eucalyptus globulus, Eucalyptus viminalis, Eucalyptus radiata",,2.01,2.01,2.01,2.01,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
652,"Quercus robur, Fraxinus oxyphylla",,2,2,2,2,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
653,"Pinus cembroides, Juniperus deppeana",,2,2,2,2,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
654,"Picea abies, Pinus sylvestris",,1.99,1.99,1.99,1.99,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
655,"Rhododendron catawbiense, Kalmia latifolia, Gaylyssacia baccata",,1.97,1.97,1.97,1.97,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
656,"Eucalyptus radiata, Eucalyptus dalrympleana",,1.92,1.92,1.92,1.92,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
657,"Betula glandulosa, Salix spp.",,1.89,1.89,1.89,1.89,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
658,"Quercus rubra, Quercus prinus",,1.88,1.88,1.88,1.88,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
659,"Shorea robusta, Dipterocarpus tuberculatus, Parinarium anamense et al.",,1.8,1.8,1.8,1.8,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
660,"Pinus edulis, Juniperus monosperma",,1.785,1.785,1.72,1.85,4,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
661,"Quercus oblongifolia, Quercus emoryi",,1.76,1.76,1.76,1.76,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
662,"Alnus sp., Betula pendula",,1.74,1.74,1.74,1.74,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
663,"Eucalyptus marginata, Eucalyptus calophylla",,1.733,1.7,0.3,2.6,18,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
664,"Betula glandulosa, Vaccinium uliginosum",,1.7,1.7,1.7,1.7,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
665,"Betula pendula, Betula pubescens",,1.67,1.77,0.47,2.98,22,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
666,"Betula nana, Ledum decumbens, Salix pulchra",,1.65,1.65,1.65,1.65,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
667,"Picea glauca, Picea mariana, Betula glandulosa",,1.61,1.61,1.61,1.61,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
668,"Pentacme siamensis, Terminalia tomentosa, Terminalia mucronata et al.",,1.6,1.6,1.6,1.6,2,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
669,"Picea glauca, Picea mariana",,1.593,1.26,0.44,3.08,6,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
670,"Pinus contorta, Pinus monticola, Abies magnifica, Tsuga mertensiana",,1.59,1.59,1.59,1.59,2,"ORNL, TRY",FALSE,Multi-Species,conical,20,4,3,13,2.6,1000,,category default
671,"Fouquieria splendens, Prosopis juliflora et al.",,1.58,1.58,1.58,1.58,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
672,"Carex limosa, Smilacina trifolia, Andromeda polifolia, Picea mariana",,1.5,1.5,1.5,1.5,2,"ORNL, TRY",FALSE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
673,"Eucalyptus maculata, E. gummifera",,1.471,1.52,1.06,1.96,26,"ORNL, TRY",TRUE,Multi-Species,round,15,5,2,9.8,3.2,1000,,category default
